year,round,race,surname,forename,lap,position,time,milliseconds
2018,5,"Spanish Grand Prix","Stroll","Lance",39,11,"1:22.891",82891
2018,5,"Spanish Grand Prix","Stroll","Lance",40,11,"2:01.631",121631
2018,5,"Spanish Grand Prix","Stroll","Lance",41,10,"1:55.115",115115
2018,5,"Spanish Grand Prix","Stroll","Lance",42,10,"1:26.657",86657
2018,5,"Spanish Grand Prix","Stroll","Lance",43,11,"1:24.367",84367
2018,5,"Spanish Grand Prix","Stroll","Lance",44,11,"1:22.859",82859
2018,5,"Spanish Grand Prix","Stroll","Lance",45,11,"1:23.035",83035
2018,5,"Spanish Grand Prix","Stroll","Lance",46,11,"1:22.478",82478
2018,5,"Spanish Grand Prix","Stroll","Lance",47,11,"1:22.598",82598
2018,5,"Spanish Grand Prix","Stroll","Lance",48,11,"1:22.629",82629
2018,5,"Spanish Grand Prix","Stroll","Lance",49,11,"1:23.645",83645
2018,5,"Spanish Grand Prix","Stroll","Lance",50,11,"1:22.475",82475
2018,5,"Spanish Grand Prix","Stroll","Lance",51,11,"1:22.369",82369
2018,5,"Spanish Grand Prix","Stroll","Lance",52,11,"1:22.419",82419
2018,5,"Spanish Grand Prix","Stroll","Lance",53,11,"1:22.185",82185
2018,5,"Spanish Grand Prix","Stroll","Lance",54,11,"1:22.205",82205
2018,5,"Spanish Grand Prix","Stroll","Lance",55,11,"1:22.202",82202
2018,5,"Spanish Grand Prix","Stroll","Lance",56,11,"1:22.421",82421
2018,5,"Spanish Grand Prix","Stroll","Lance",57,11,"1:23.184",83184
2018,5,"Spanish Grand Prix","Stroll","Lance",58,11,"1:22.627",82627
2018,5,"Spanish Grand Prix","Stroll","Lance",59,11,"1:22.475",82475
2018,5,"Spanish Grand Prix","Stroll","Lance",60,11,"1:22.095",82095
2018,5,"Spanish Grand Prix","Stroll","Lance",61,11,"1:23.815",83815
2018,5,"Spanish Grand Prix","Stroll","Lance",62,11,"1:22.751",82751
2018,5,"Spanish Grand Prix","Stroll","Lance",63,11,"1:22.551",82551
2018,5,"Spanish Grand Prix","Stroll","Lance",64,11,"1:22.894",82894
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",1,14,"2:06.642",126642
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",2,14,"2:33.785",153785
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",3,14,"2:14.185",134185
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",4,14,"2:13.553",133553
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",5,14,"2:07.695",127695
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",6,14,"2:01.285",121285
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",7,14,"1:28.058",88058
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",8,14,"1:27.011",87011
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",9,14,"1:25.502",85502
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",10,14,"1:24.876",84876
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",11,14,"1:24.756",84756
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",12,14,"1:25.283",85283
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",13,14,"1:24.589",84589
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",14,14,"1:24.713",84713
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",15,14,"1:24.938",84938
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",16,14,"1:24.840",84840
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",17,14,"1:25.042",85042
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",18,14,"1:24.299",84299
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",19,14,"1:24.574",84574
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",20,13,"1:24.128",84128
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",21,12,"1:23.906",83906
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",22,11,"1:24.270",84270
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",23,11,"1:24.002",84002
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",24,11,"1:24.013",84013
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",25,10,"1:23.925",83925
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",26,8,"1:24.203",84203
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",27,8,"1:23.269",83269
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",28,8,"1:23.446",83446
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",29,8,"1:23.392",83392
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",30,7,"1:23.479",83479
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",31,7,"1:23.471",83471
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",32,7,"1:23.610",83610
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",33,7,"1:23.650",83650
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",34,8,"1:26.531",86531
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",35,13,"1:46.257",106257
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",36,13,"1:22.804",82804
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",37,13,"1:24.923",84923
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",38,13,"1:22.594",82594
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",39,13,"1:22.719",82719
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",40,13,"2:02.252",122252
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",41,13,"1:53.119",113119
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",42,13,"1:23.812",83812
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",43,13,"1:23.358",83358
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",44,13,"1:23.178",83178
2018,5,"Spanish Grand Prix","Vandoorne","Stoffel",45,13,"1:25.532",85532
2018,5,"Spanish Grand Prix","Verstappen","Max",1,5,"1:53.164",113164
2018,5,"Spanish Grand Prix","Verstappen","Max",2,5,"2:36.142",156142
2018,5,"Spanish Grand Prix","Verstappen","Max",3,5,"2:13.094",133094
2018,5,"Spanish Grand Prix","Verstappen","Max",4,5,"2:07.521",127521
2018,5,"Spanish Grand Prix","Verstappen","Max",5,5,"2:11.713",131713
2018,5,"Spanish Grand Prix","Verstappen","Max",6,5,"2:10.817",130817
2018,5,"Spanish Grand Prix","Verstappen","Max",7,5,"1:25.139",85139
2018,5,"Spanish Grand Prix","Verstappen","Max",8,5,"1:23.711",83711
2018,5,"Spanish Grand Prix","Verstappen","Max",9,5,"1:23.025",83025
2018,5,"Spanish Grand Prix","Verstappen","Max",10,5,"1:23.065",83065
2018,5,"Spanish Grand Prix","Verstappen","Max",11,5,"1:22.627",82627
2018,5,"Spanish Grand Prix","Verstappen","Max",12,5,"1:22.552",82552
2018,5,"Spanish Grand Prix","Verstappen","Max",13,5,"1:22.611",82611
2018,5,"Spanish Grand Prix","Verstappen","Max",14,5,"1:22.357",82357
2018,5,"Spanish Grand Prix","Verstappen","Max",15,5,"1:22.242",82242
2018,5,"Spanish Grand Prix","Verstappen","Max",16,5,"1:22.104",82104
2018,5,"Spanish Grand Prix","Verstappen","Max",17,5,"1:22.115",82115
2018,5,"Spanish Grand Prix","Verstappen","Max",18,4,"1:22.294",82294
2018,5,"Spanish Grand Prix","Verstappen","Max",19,4,"1:21.964",81964
2018,5,"Spanish Grand Prix","Verstappen","Max",20,3,"1:21.924",81924
2018,5,"Spanish Grand Prix","Verstappen","Max",21,3,"1:21.709",81709
2018,5,"Spanish Grand Prix","Verstappen","Max",22,3,"1:21.798",81798
2018,5,"Spanish Grand Prix","Verstappen","Max",23,3,"1:21.909",81909
2018,5,"Spanish Grand Prix","Verstappen","Max",24,2,"1:22.241",82241
2018,5,"Spanish Grand Prix","Verstappen","Max",25,2,"1:21.290",81290
2018,5,"Spanish Grand Prix","Verstappen","Max",26,1,"1:21.192",81192
2018,5,"Spanish Grand Prix","Verstappen","Max",27,1,"1:21.370",81370
2018,5,"Spanish Grand Prix","Verstappen","Max",28,1,"1:20.603",80603
2018,5,"Spanish Grand Prix","Verstappen","Max",29,1,"1:21.396",81396
2018,5,"Spanish Grand Prix","Verstappen","Max",30,1,"1:21.372",81372
2018,5,"Spanish Grand Prix","Verstappen","Max",31,1,"1:21.366",81366
2018,5,"Spanish Grand Prix","Verstappen","Max",32,1,"1:21.232",81232
2018,5,"Spanish Grand Prix","Verstappen","Max",33,1,"1:21.501",81501
2018,5,"Spanish Grand Prix","Verstappen","Max",34,2,"1:24.621",84621
2018,5,"Spanish Grand Prix","Verstappen","Max",35,4,"1:39.586",99586
2018,5,"Spanish Grand Prix","Verstappen","Max",36,4,"1:20.982",80982
2018,5,"Spanish Grand Prix","Verstappen","Max",37,4,"1:20.825",80825
2018,5,"Spanish Grand Prix","Verstappen","Max",38,4,"1:21.191",81191
2018,5,"Spanish Grand Prix","Verstappen","Max",39,4,"1:20.720",80720
2018,5,"Spanish Grand Prix","Verstappen","Max",40,4,"1:21.044",81044
2018,5,"Spanish Grand Prix","Verstappen","Max",41,4,"2:01.224",121224
2018,5,"Spanish Grand Prix","Verstappen","Max",42,3,"1:55.380",115380
2018,5,"Spanish Grand Prix","Verstappen","Max",43,3,"1:21.016",81016
2018,5,"Spanish Grand Prix","Verstappen","Max",44,3,"1:20.746",80746
2018,5,"Spanish Grand Prix","Verstappen","Max",45,3,"1:20.681",80681
2018,5,"Spanish Grand Prix","Verstappen","Max",46,3,"1:20.446",80446
2018,5,"Spanish Grand Prix","Verstappen","Max",47,3,"1:20.477",80477
2018,5,"Spanish Grand Prix","Verstappen","Max",48,3,"1:20.805",80805
2018,5,"Spanish Grand Prix","Verstappen","Max",49,3,"1:20.336",80336
2018,5,"Spanish Grand Prix","Verstappen","Max",50,3,"1:19.823",79823
2018,5,"Spanish Grand Prix","Verstappen","Max",51,3,"1:20.442",80442
2018,5,"Spanish Grand Prix","Verstappen","Max",52,3,"1:19.877",79877
2018,5,"Spanish Grand Prix","Verstappen","Max",53,3,"1:20.355",80355
2018,5,"Spanish Grand Prix","Verstappen","Max",54,3,"1:19.777",79777
2018,5,"Spanish Grand Prix","Verstappen","Max",55,3,"1:19.731",79731
2018,5,"Spanish Grand Prix","Verstappen","Max",56,3,"1:19.508",79508
2018,5,"Spanish Grand Prix","Verstappen","Max",57,3,"1:19.515",79515
2018,5,"Spanish Grand Prix","Verstappen","Max",58,3,"1:19.599",79599
2018,5,"Spanish Grand Prix","Verstappen","Max",59,3,"1:19.656",79656
2018,5,"Spanish Grand Prix","Verstappen","Max",60,3,"1:19.707",79707
2018,5,"Spanish Grand Prix","Verstappen","Max",61,3,"1:19.557",79557
2018,5,"Spanish Grand Prix","Verstappen","Max",62,3,"1:19.422",79422
2018,5,"Spanish Grand Prix","Verstappen","Max",63,3,"1:19.454",79454
2018,5,"Spanish Grand Prix","Verstappen","Max",64,3,"1:19.786",79786
2018,5,"Spanish Grand Prix","Verstappen","Max",65,3,"1:20.194",80194
2018,5,"Spanish Grand Prix","Verstappen","Max",66,3,"1:21.202",81202
2018,5,"Spanish Grand Prix","Vettel","Sebastian",1,2,"1:49.029",109029
2018,5,"Spanish Grand Prix","Vettel","Sebastian",2,2,"2:36.045",156045
2018,5,"Spanish Grand Prix","Vettel","Sebastian",3,2,"2:13.906",133906
2018,5,"Spanish Grand Prix","Vettel","Sebastian",4,2,"2:08.681",128681
2018,5,"Spanish Grand Prix","Vettel","Sebastian",5,2,"2:09.827",129827
2018,5,"Spanish Grand Prix","Vettel","Sebastian",6,2,"2:13.232",133232
2018,5,"Spanish Grand Prix","Vettel","Sebastian",7,2,"1:23.604",83604
2018,5,"Spanish Grand Prix","Vettel","Sebastian",8,2,"1:22.259",82259
2018,5,"Spanish Grand Prix","Vettel","Sebastian",9,2,"1:22.475",82475
2018,5,"Spanish Grand Prix","Vettel","Sebastian",10,2,"1:22.536",82536
2018,5,"Spanish Grand Prix","Vettel","Sebastian",11,2,"1:22.300",82300
2018,5,"Spanish Grand Prix","Vettel","Sebastian",12,2,"1:22.875",82875
2018,5,"Spanish Grand Prix","Vettel","Sebastian",13,2,"1:22.320",82320
2018,5,"Spanish Grand Prix","Vettel","Sebastian",14,2,"1:22.162",82162
2018,5,"Spanish Grand Prix","Vettel","Sebastian",15,2,"1:22.231",82231
2018,5,"Spanish Grand Prix","Vettel","Sebastian",16,2,"1:22.043",82043
2018,5,"Spanish Grand Prix","Vettel","Sebastian",17,3,"1:25.601",85601
2018,5,"Spanish Grand Prix","Vettel","Sebastian",18,7,"1:40.637",100637
2018,5,"Spanish Grand Prix","Vettel","Sebastian",19,7,"1:22.334",82334
2018,5,"Spanish Grand Prix","Vettel","Sebastian",20,5,"1:21.421",81421
2018,5,"Spanish Grand Prix","Vettel","Sebastian",21,5,"1:21.623",81623
2018,5,"Spanish Grand Prix","Vettel","Sebastian",22,5,"1:21.451",81451
2018,5,"Spanish Grand Prix","Vettel","Sebastian",23,5,"1:21.226",81226
2018,5,"Spanish Grand Prix","Vettel","Sebastian",24,5,"1:21.449",81449
2018,5,"Spanish Grand Prix","Vettel","Sebastian",25,4,"1:21.235",81235
2018,5,"Spanish Grand Prix","Vettel","Sebastian",26,4,"1:21.040",81040
2018,5,"Spanish Grand Prix","Vettel","Sebastian",27,4,"1:20.864",80864
2018,5,"Spanish Grand Prix","Vettel","Sebastian",28,4,"1:20.929",80929
2018,5,"Spanish Grand Prix","Vettel","Sebastian",29,4,"1:21.419",81419
2018,5,"Spanish Grand Prix","Vettel","Sebastian",30,4,"1:21.202",81202
2018,5,"Spanish Grand Prix","Vettel","Sebastian",31,4,"1:21.585",81585
2018,5,"Spanish Grand Prix","Vettel","Sebastian",32,4,"1:21.040",81040
2018,5,"Spanish Grand Prix","Vettel","Sebastian",33,4,"1:20.716",80716
2018,5,"Spanish Grand Prix","Vettel","Sebastian",34,3,"1:20.785",80785
2018,5,"Spanish Grand Prix","Vettel","Sebastian",35,2,"1:20.817",80817
2018,5,"Spanish Grand Prix","Vettel","Sebastian",36,2,"1:20.830",80830
2018,5,"Spanish Grand Prix","Vettel","Sebastian",37,2,"1:21.091",81091
2018,5,"Spanish Grand Prix","Vettel","Sebastian",38,2,"1:21.310",81310
2018,5,"Spanish Grand Prix","Vettel","Sebastian",39,2,"1:21.336",81336
2018,5,"Spanish Grand Prix","Vettel","Sebastian",40,2,"1:21.265",81265
2018,5,"Spanish Grand Prix","Vettel","Sebastian",41,2,"1:55.212",115212
2018,5,"Spanish Grand Prix","Vettel","Sebastian",42,4,"2:12.006",132006
2018,5,"Spanish Grand Prix","Vettel","Sebastian",43,4,"1:22.267",82267
2018,5,"Spanish Grand Prix","Vettel","Sebastian",44,4,"1:20.475",80475
2018,5,"Spanish Grand Prix","Vettel","Sebastian",45,4,"1:20.093",80093
2018,5,"Spanish Grand Prix","Vettel","Sebastian",46,4,"1:20.182",80182
2018,5,"Spanish Grand Prix","Vettel","Sebastian",47,4,"1:21.139",81139
2018,5,"Spanish Grand Prix","Vettel","Sebastian",48,4,"1:20.947",80947
2018,5,"Spanish Grand Prix","Vettel","Sebastian",49,4,"1:20.151",80151
2018,5,"Spanish Grand Prix","Vettel","Sebastian",50,4,"1:20.915",80915
2018,5,"Spanish Grand Prix","Vettel","Sebastian",51,4,"1:20.079",80079
2018,5,"Spanish Grand Prix","Vettel","Sebastian",52,4,"1:19.581",79581
2018,5,"Spanish Grand Prix","Vettel","Sebastian",53,4,"1:19.833",79833
2018,5,"Spanish Grand Prix","Vettel","Sebastian",54,4,"1:20.397",80397
2018,5,"Spanish Grand Prix","Vettel","Sebastian",55,4,"1:19.564",79564
2018,5,"Spanish Grand Prix","Vettel","Sebastian",56,4,"1:19.667",79667
2018,5,"Spanish Grand Prix","Vettel","Sebastian",57,4,"1:19.674",79674
2018,5,"Spanish Grand Prix","Vettel","Sebastian",58,4,"1:19.781",79781
2018,5,"Spanish Grand Prix","Vettel","Sebastian",59,4,"1:19.435",79435
2018,5,"Spanish Grand Prix","Vettel","Sebastian",60,4,"1:19.819",79819
2018,5,"Spanish Grand Prix","Vettel","Sebastian",61,4,"1:19.128",79128
2018,5,"Spanish Grand Prix","Vettel","Sebastian",62,4,"1:19.904",79904
2018,5,"Spanish Grand Prix","Vettel","Sebastian",63,4,"1:19.767",79767
2018,5,"Spanish Grand Prix","Vettel","Sebastian",64,4,"1:19.310",79310
2018,5,"Spanish Grand Prix","Vettel","Sebastian",65,4,"1:19.859",79859
2018,5,"Spanish Grand Prix","Vettel","Sebastian",66,4,"1:19.640",79640
2018,6,"Monaco Grand Prix","Alonso","Fernando",1,7,"1:28.656",88656
2018,6,"Monaco Grand Prix","Alonso","Fernando",2,7,"1:19.987",79987
2018,6,"Monaco Grand Prix","Alonso","Fernando",3,7,"1:19.790",79790
2018,6,"Monaco Grand Prix","Alonso","Fernando",4,7,"1:19.456",79456
2018,6,"Monaco Grand Prix","Alonso","Fernando",5,7,"1:19.135",79135
2018,6,"Monaco Grand Prix","Alonso","Fernando",6,7,"1:19.162",79162
2018,6,"Monaco Grand Prix","Alonso","Fernando",7,7,"1:18.974",78974
2018,6,"Monaco Grand Prix","Alonso","Fernando",8,7,"1:19.401",79401
2018,6,"Monaco Grand Prix","Alonso","Fernando",9,7,"1:18.773",78773
2018,6,"Monaco Grand Prix","Alonso","Fernando",10,7,"1:18.687",78687
2018,6,"Monaco Grand Prix","Alonso","Fernando",11,7,"1:18.701",78701
2018,6,"Monaco Grand Prix","Alonso","Fernando",12,7,"1:18.837",78837
2018,6,"Monaco Grand Prix","Alonso","Fernando",13,7,"1:18.989",78989
2018,6,"Monaco Grand Prix","Alonso","Fernando",14,7,"1:19.302",79302
2018,6,"Monaco Grand Prix","Alonso","Fernando",15,7,"1:18.991",78991
2018,6,"Monaco Grand Prix","Alonso","Fernando",16,7,"1:19.087",79087
2018,6,"Monaco Grand Prix","Alonso","Fernando",17,6,"1:19.427",79427
2018,6,"Monaco Grand Prix","Alonso","Fernando",18,6,"1:19.320",79320
2018,6,"Monaco Grand Prix","Alonso","Fernando",19,10,"1:36.370",96370
2018,6,"Monaco Grand Prix","Alonso","Fernando",20,10,"1:22.318",82318
2018,6,"Monaco Grand Prix","Alonso","Fernando",21,9,"1:19.578",79578
2018,6,"Monaco Grand Prix","Alonso","Fernando",22,9,"1:17.484",77484
2018,6,"Monaco Grand Prix","Alonso","Fernando",23,9,"1:17.018",77018
2018,6,"Monaco Grand Prix","Alonso","Fernando",24,9,"1:19.443",79443
2018,6,"Monaco Grand Prix","Alonso","Fernando",25,9,"1:19.296",79296
2018,6,"Monaco Grand Prix","Alonso","Fernando",26,9,"1:19.853",79853
2018,6,"Monaco Grand Prix","Alonso","Fernando",27,9,"1:19.601",79601
2018,6,"Monaco Grand Prix","Alonso","Fernando",28,9,"1:19.658",79658
2018,6,"Monaco Grand Prix","Alonso","Fernando",29,9,"1:19.022",79022
2018,6,"Monaco Grand Prix","Alonso","Fernando",30,9,"1:18.819",78819
2018,6,"Monaco Grand Prix","Alonso","Fernando",31,9,"1:18.663",78663
2018,6,"Monaco Grand Prix","Alonso","Fernando",32,9,"1:18.916",78916
2018,6,"Monaco Grand Prix","Alonso","Fernando",33,9,"1:18.653",78653
2018,6,"Monaco Grand Prix","Alonso","Fernando",34,9,"1:18.317",78317
2018,6,"Monaco Grand Prix","Alonso","Fernando",35,9,"1:18.095",78095
2018,6,"Monaco Grand Prix","Alonso","Fernando",36,9,"1:18.690",78690
2018,6,"Monaco Grand Prix","Alonso","Fernando",37,8,"1:18.551",78551
2018,6,"Monaco Grand Prix","Alonso","Fernando",38,8,"1:19.844",79844
2018,6,"Monaco Grand Prix","Alonso","Fernando",39,8,"1:18.883",78883
2018,6,"Monaco Grand Prix","Alonso","Fernando",40,8,"1:19.554",79554
2018,6,"Monaco Grand Prix","Alonso","Fernando",41,8,"1:19.346",79346
2018,6,"Monaco Grand Prix","Alonso","Fernando",42,8,"1:18.186",78186
2018,6,"Monaco Grand Prix","Alonso","Fernando",43,8,"1:18.473",78473
2018,6,"Monaco Grand Prix","Alonso","Fernando",44,8,"1:18.185",78185
2018,6,"Monaco Grand Prix","Alonso","Fernando",45,8,"1:18.897",78897
2018,6,"Monaco Grand Prix","Alonso","Fernando",46,8,"1:17.898",77898
2018,6,"Monaco Grand Prix","Alonso","Fernando",47,8,"1:18.357",78357
2018,6,"Monaco Grand Prix","Alonso","Fernando",48,8,"1:18.915",78915
2018,6,"Monaco Grand Prix","Alonso","Fernando",49,8,"1:18.986",78986
2018,6,"Monaco Grand Prix","Alonso","Fernando",50,7,"1:21.492",81492
2018,6,"Monaco Grand Prix","Alonso","Fernando",51,7,"1:21.376",81376
2018,6,"Monaco Grand Prix","Alonso","Fernando",52,8,"1:22.363",82363
2018,6,"Monaco Grand Prix","Bottas","Valtteri",1,5,"1:26.051",86051
2018,6,"Monaco Grand Prix","Bottas","Valtteri",2,5,"1:18.630",78630
2018,6,"Monaco Grand Prix","Bottas","Valtteri",3,5,"1:18.096",78096
2018,6,"Monaco Grand Prix","Bottas","Valtteri",4,5,"1:18.074",78074
2018,6,"Monaco Grand Prix","Bottas","Valtteri",5,5,"1:18.016",78016
2018,6,"Monaco Grand Prix","Bottas","Valtteri",6,5,"1:17.734",77734
2018,6,"Monaco Grand Prix","Bottas","Valtteri",7,5,"1:17.953",77953
2018,6,"Monaco Grand Prix","Bottas","Valtteri",8,5,"1:17.559",77559
2018,6,"Monaco Grand Prix","Bottas","Valtteri",9,5,"1:17.823",77823
2018,6,"Monaco Grand Prix","Bottas","Valtteri",10,5,"1:17.768",77768
2018,6,"Monaco Grand Prix","Bottas","Valtteri",11,5,"1:17.935",77935
2018,6,"Monaco Grand Prix","Bottas","Valtteri",12,4,"1:18.737",78737
2018,6,"Monaco Grand Prix","Bottas","Valtteri",13,4,"1:19.014",79014
2018,6,"Monaco Grand Prix","Bottas","Valtteri",14,4,"1:19.044",79044
2018,6,"Monaco Grand Prix","Bottas","Valtteri",15,4,"1:19.285",79285
2018,6,"Monaco Grand Prix","Bottas","Valtteri",16,4,"1:19.415",79415
2018,6,"Monaco Grand Prix","Bottas","Valtteri",17,7,"1:36.837",96837
2018,6,"Monaco Grand Prix","Bottas","Valtteri",18,7,"1:19.033",79033
2018,6,"Monaco Grand Prix","Bottas","Valtteri",19,6,"1:17.692",77692
2018,6,"Monaco Grand Prix","Bottas","Valtteri",20,6,"1:16.550",76550
2018,6,"Monaco Grand Prix","Bottas","Valtteri",21,6,"1:16.312",76312
2018,6,"Monaco Grand Prix","Bottas","Valtteri",22,6,"1:17.999",77999
2018,6,"Monaco Grand Prix","Bottas","Valtteri",23,5,"1:16.866",76866
2018,6,"Monaco Grand Prix","Bottas","Valtteri",24,5,"1:17.141",77141
2018,6,"Monaco Grand Prix","Bottas","Valtteri",25,5,"1:17.334",77334
2018,6,"Monaco Grand Prix","Bottas","Valtteri",26,5,"1:17.496",77496
2018,6,"Monaco Grand Prix","Bottas","Valtteri",27,5,"1:17.911",77911
2018,6,"Monaco Grand Prix","Bottas","Valtteri",28,5,"1:17.957",77957
2018,6,"Monaco Grand Prix","Bottas","Valtteri",29,5,"1:18.321",78321
2018,6,"Monaco Grand Prix","Bottas","Valtteri",30,5,"1:18.115",78115
2018,6,"Monaco Grand Prix","Bottas","Valtteri",31,5,"1:18.863",78863
2018,6,"Monaco Grand Prix","Bottas","Valtteri",32,5,"1:19.163",79163
2018,6,"Monaco Grand Prix","Bottas","Valtteri",33,5,"1:19.958",79958
2018,6,"Monaco Grand Prix","Bottas","Valtteri",34,5,"1:19.015",79015
2018,6,"Monaco Grand Prix","Bottas","Valtteri",35,5,"1:19.337",79337
2018,6,"Monaco Grand Prix","Bottas","Valtteri",36,5,"1:19.030",79030
2018,6,"Monaco Grand Prix","Bottas","Valtteri",37,5,"1:19.056",79056
2018,6,"Monaco Grand Prix","Bottas","Valtteri",38,5,"1:18.292",78292
2018,6,"Monaco Grand Prix","Bottas","Valtteri",39,5,"1:18.829",78829
2018,6,"Monaco Grand Prix","Bottas","Valtteri",40,5,"1:20.506",80506
2018,6,"Monaco Grand Prix","Bottas","Valtteri",41,5,"1:19.479",79479
2018,6,"Monaco Grand Prix","Bottas","Valtteri",42,5,"1:19.362",79362
2018,6,"Monaco Grand Prix","Bottas","Valtteri",43,5,"1:19.167",79167
2018,6,"Monaco Grand Prix","Bottas","Valtteri",44,5,"1:19.495",79495
2018,6,"Monaco Grand Prix","Bottas","Valtteri",45,5,"1:19.421",79421
2018,6,"Monaco Grand Prix","Bottas","Valtteri",46,5,"1:19.695",79695
2018,6,"Monaco Grand Prix","Bottas","Valtteri",47,5,"1:19.292",79292
2018,6,"Monaco Grand Prix","Bottas","Valtteri",48,5,"1:19.497",79497
2018,6,"Monaco Grand Prix","Bottas","Valtteri",49,5,"1:19.172",79172
2018,6,"Monaco Grand Prix","Bottas","Valtteri",50,5,"1:18.727",78727
2018,6,"Monaco Grand Prix","Bottas","Valtteri",51,5,"1:19.331",79331
2018,6,"Monaco Grand Prix","Bottas","Valtteri",52,5,"1:19.547",79547
2018,6,"Monaco Grand Prix","Bottas","Valtteri",53,5,"1:19.090",79090
2018,6,"Monaco Grand Prix","Bottas","Valtteri",54,5,"1:20.477",80477
2018,6,"Monaco Grand Prix","Bottas","Valtteri",55,5,"1:19.238",79238
2018,6,"Monaco Grand Prix","Bottas","Valtteri",56,5,"1:19.339",79339
2018,6,"Monaco Grand Prix","Bottas","Valtteri",57,5,"1:18.980",78980
2018,6,"Monaco Grand Prix","Bottas","Valtteri",58,5,"1:18.805",78805
2018,6,"Monaco Grand Prix","Bottas","Valtteri",59,5,"1:18.717",78717
2018,6,"Monaco Grand Prix","Bottas","Valtteri",60,5,"1:18.516",78516
2018,6,"Monaco Grand Prix","Bottas","Valtteri",61,5,"1:18.948",78948
2018,6,"Monaco Grand Prix","Bottas","Valtteri",62,5,"1:18.255",78255
2018,6,"Monaco Grand Prix","Bottas","Valtteri",63,5,"1:18.297",78297
2018,6,"Monaco Grand Prix","Bottas","Valtteri",64,5,"1:18.434",78434
2018,6,"Monaco Grand Prix","Bottas","Valtteri",65,5,"1:18.637",78637
2018,6,"Monaco Grand Prix","Bottas","Valtteri",66,5,"1:18.497",78497
2018,6,"Monaco Grand Prix","Bottas","Valtteri",67,5,"1:19.713",79713
2018,6,"Monaco Grand Prix","Bottas","Valtteri",68,5,"1:18.476",78476
2018,6,"Monaco Grand Prix","Bottas","Valtteri",69,5,"1:18.439",78439
2018,6,"Monaco Grand Prix","Bottas","Valtteri",70,5,"1:18.146",78146
2018,6,"Monaco Grand Prix","Bottas","Valtteri",71,5,"1:18.134",78134
2018,6,"Monaco Grand Prix","Bottas","Valtteri",72,5,"1:28.268",88268
2018,6,"Monaco Grand Prix","Bottas","Valtteri",73,5,"1:43.692",103692
2018,6,"Monaco Grand Prix","Bottas","Valtteri",74,5,"1:21.311",81311
2018,6,"Monaco Grand Prix","Bottas","Valtteri",75,5,"1:17.741",77741
2018,6,"Monaco Grand Prix","Bottas","Valtteri",76,5,"1:18.053",78053
2018,6,"Monaco Grand Prix","Bottas","Valtteri",77,5,"1:18.087",78087
2018,6,"Monaco Grand Prix","Bottas","Valtteri",78,5,"1:18.407",78407
2018,6,"Monaco Grand Prix","Ericsson","Marcus",1,17,"1:35.152",95152
2018,6,"Monaco Grand Prix","Ericsson","Marcus",2,17,"1:21.243",81243
2018,6,"Monaco Grand Prix","Ericsson","Marcus",3,17,"1:19.863",79863
